metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
comparison	62e8249b0fbe9fa0e3d6181d492280bc	Y	-0.00551990151111573	0.00388496271648277	36	3	0.164470821066315	0.47403263704903
comparison	c72828dd44ac0bbe4d37584d16dca200	Y	-0.0114766136579556	0.00653654298261902	36	4	0.0881354625164041	0.47403263704903
comparison	f1bdf19263a4babc93ec6b8be06a6b8b	Y	-0.00876144216852734	0.00541296759721174	36	7	0.114773554858531	0.47403263704903
comparison	9116bdc5e8cb3f204dbd4fd7b43d0696	Y	-0.00246083155623751	0.00193144777558084	36	2	0.211273121887085	0.47403263704903
comparison	5f837de2667427a4805ba6fdaf5c424b	Y	-0.00197203547331656	0.00169643851653617	36	2	0.253144991987067	0.47403263704903
comparison	401bb0df51706b4c122b3c2ccedfd910	Y	-0.00482124322421267	0.00409924381558761	36	2	0.247712564787132	0.47403263704903
comparison	fd7c5620f926804e198d6fdc940e6f71	Y	-0.00364398774574639	0.00291381437235	36	2	0.219622368212055	0.47403263704903
comparison	fe2ac5db4f156b40b8cadf2d296eb597	Y	-0.00540862664846342	0.00374727278305773	36	3	0.158073033444029	0.47403263704903
comparison	a5d73344f3f1640d4c0b2796ea7a7f18	Y	-0.00338082296676159	0.00208571461379397	36	3	0.114268900657915	0.47403263704903
comparison	91ecdabe8dfe13c319df14bcf294e06a	Y	-0.0032880666679209	0.00261615783366358	36	2	0.217381195647016	0.47403263704903
comparison	29a5dd179f38b15f46ea975365c154f7	Y	-0.00933329576155337	0.00824082311077903	36	3	0.265319690277841	0.47403263704903
comparison	26e953002a5894430da699d814e94c50	Y	-0.00433255014850813	0.00365903554595844	36	2	0.244597850743694	0.47403263704903
comparison	2fea9b0ff4c2d64c0f575f565b6b11f0	Y	-0.00630956457414733	0.00474205903037984	36	3	0.192191394779702	0.47403263704903
comparison	014d2795e1189ec856c12679fa4feb72	Y	-0.0128186922956268	0.0064552388229529	36	6	0.0551690026149848	0.47403263704903
comparison	1b496a38baf11b0c66227017e7c12e04	Y	-0.00810458976498206	0.00494845592786296	36	4	0.110686453527203	0.47403263704903
comparison	c1cf23c2753ca32c1b43b4dc6806e0c1	Y	-0.00318830086352975	0.00195819336324012	36	3	0.112718406008204	0.47403263704903
comparison	ef55e745bc3c77e6928728de93ee830c	Y	-0.00611306737918	0.00450478854643605	36	3	0.183717557528382	0.47403263704903
comparison	db599f5723e92b77acdd68ebe375573c	Y	-0.00273457846419079	0.00218351816285555	36	2	0.218980436501998	0.47403263704903
comparison	1416db00530b8689854229cc33b83315	Y	-0.00858222098951308	0.00483949005310769	36	4	0.08512540554011	0.47403263704903
comparison	a2a727fea4bbebe7941feb71bdd2e7aa	Y	-0.00203927307003593	0.00157380484714294	36	2	0.203786285881072	0.47403263704903
comparison	e9226299cb2da0174e614e2e3d6555d8	Y	-0.0034085537064125	0.00225720254885463	36	3	0.140261854543139	0.47403263704903
comparison	e233f65a0ba0345abc64031ab8e7b31a	Y	-0.00369022781877257	0.00231139995798443	36	3	0.119623825369991	0.47403263704903
comparison	2b941db31a1a44a8dde1f4e5b6fd1fdc	Y	-0.00283191429654022	0.00184398870873374	36	3	0.133853171355985	0.47403263704903
comparison	e62f660154fac40efd3def2df279c71b	Y	-0.00311027132404356	0.00191908515501837	36	3	0.11431994199805	0.47403263704903
comparison	71e89979eeaf5d85e0d656886f781cdb	Y	-0.00344696270776123	0.00222633904486951	36	3	0.130817447526541	0.47403263704903
comparison	7be9082c85f1f5faa97c2610542738b5	Y	-0.0181310928396783	0.0101987800210769	36	6	0.0843874378994939	0.47403263704903
comparison	d46b373a27e8ad44a23f2ff73f1db157	Y	-0.00423771508621402	0.00290459547814413	36	3	0.153751126074634	0.47403263704903
